date,state,district,pincode,demo_age_5_17,demo_age_17_
19-09-2025,Kerala,Kozhikode,673307,1,5
19-09-2025,Kerala,Kozhikode,673308,1,4
19-09-2025,Kerala,Kozhikode,673504,0,9
19-09-2025,Kerala,Kozhikode,673505,2,4
19-09-2025,Kerala,Kozhikode,673506,1,19
19-09-2025,Kerala,Kozhikode,673508,1,21
19-09-2025,Kerala,Kozhikode,673571,2,28
19-09-2025,Kerala,Kozhikode,673586,0,13
19-09-2025,Kerala,Kozhikode,673615,1,5
19-09-2025,Kerala,Kozhikode,673631,0,9
19-09-2025,Kerala,Kozhikode,673633,0,4
19-09-2025,Kerala,Kozhikode,673655,0,2
13-10-2025,Kerala,Kozhikode,673011,0,1
13-10-2025,Kerala,Kozhikode,673014,2,2
13-10-2025,Kerala,Kozhikode,673018,0,2
13-10-2025,Kerala,Kozhikode,673028,0,5
13-10-2025,Kerala,Kozhikode,673104,1,6
13-10-2025,Kerala,Kozhikode,673105,0,2
13-10-2025,Kerala,Kozhikode,673328,0,1
13-10-2025,Kerala,Kozhikode,673502,0,6
13-10-2025,Kerala,Kozhikode,673508,0,7
13-10-2025,Kerala,Kozhikode,673517,0,1
13-10-2025,Kerala,Kozhikode,673521,0,7
13-10-2025,Kerala,Kozhikode,673529,0,3
13-10-2025,Kerala,Kozhikode,673603,0,2
13-10-2025,Kerala,Kozhikode,673631,0,8
15-10-2025,Kerala,Kozhikode,673017,0,1
15-10-2025,Kerala,Kozhikode,673021,0,5
15-10-2025,Kerala,Kozhikode,673301,0,2
15-10-2025,Kerala,Kozhikode,673315,2,5
15-10-2025,Kerala,Kozhikode,673501,0,7
15-10-2025,Kerala,Kozhikode,673503,1,8
15-10-2025,Kerala,Kozhikode,673524,0,10
15-10-2025,Kerala,Kozhikode,673525,5,12
15-10-2025,Kerala,Kozhikode,673527,1,4
15-10-2025,Kerala,Kozhikode,673528,1,4
15-10-2025,Kerala,Kozhikode,673612,2,15
15-10-2025,Kerala,Kozhikode,673620,0,20
15-10-2025,Kerala,Kozhikode,673655,1,10
15-10-2025,Kerala,Kozhikode,673001,0,1
15-10-2025,Kerala,Kozhikode,673004,0,2
15-10-2025,Kerala,Kozhikode,673010,0,11
16-10-2025,Kerala,Kozhikode,673003,3,25
16-10-2025,Kerala,Kozhikode,673008,0,23
16-10-2025,Kerala,Kozhikode,673009,0,5
16-10-2025,Kerala,Kozhikode,673017,0,3
16-10-2025,Kerala,Kozhikode,673028,1,10
16-10-2025,Kerala,Kozhikode,673029,0,2
16-10-2025,Kerala,Kozhikode,673105,1,8
16-10-2025,Kerala,Kozhikode,673501,0,7
16-10-2025,Kerala,Kozhikode,673503,1,6
16-10-2025,Kerala,Kozhikode,673508,5,24
16-10-2025,Kerala,Kozhikode,673509,1,6
16-10-2025,Kerala,Kozhikode,673522,1,13
16-10-2025,Kerala,Kozhikode,673524,1,16
16-10-2025,Kerala,Kozhikode,673525,1,18
16-10-2025,Kerala,Kozhikode,673528,0,6
16-10-2025,Kerala,Kozhikode,673529,0,5
16-10-2025,Kerala,Kozhikode,673571,6,19
16-10-2025,Kerala,Kozhikode,673603,3,9
16-10-2025,Kerala,Kozhikode,673613,1,9
17-10-2025,Kerala,Kozhikode,673001,1,3
17-10-2025,Kerala,Kozhikode,673005,0,6
17-10-2025,Kerala,Kozhikode,673014,2,11
17-10-2025,Kerala,Kozhikode,673028,2,7
17-10-2025,Kerala,Kozhikode,673032,0,1
17-10-2025,Kerala,Kozhikode,673304,1,6
17-10-2025,Kerala,Kozhikode,673309,0,6
17-10-2025,Kerala,Kozhikode,673317,1,5
17-10-2025,Kerala,Kozhikode,673517,0,5
17-10-2025,Kerala,Kozhikode,673521,1,6
17-10-2025,Kerala,Kozhikode,673522,1,10
17-10-2025,Kerala,Kozhikode,673523,0,7
17-10-2025,Kerala,Kozhikode,673524,1,7
17-10-2025,Kerala,Kozhikode,673571,0,12
17-10-2025,Kerala,Kozhikode,673586,0,12
17-10-2025,Kerala,Kozhikode,673611,0,6
17-10-2025,Kerala,Kozhikode,673613,0,8
13-11-2025,Kerala,Kozhikode,673009,0,3
16-11-2025,Kerala,Kozhikode,673007,1,7
16-11-2025,Kerala,Kozhikode,673011,0,3
16-11-2025,Kerala,Kozhikode,673015,0,11
16-11-2025,Kerala,Kozhikode,673019,1,16
16-11-2025,Kerala,Kozhikode,673029,0,2
16-11-2025,Kerala,Kozhikode,673032,0,1
16-11-2025,Kerala,Kozhikode,673101,0,1
16-11-2025,Kerala,Kozhikode,673104,2,8
16-11-2025,Kerala,Kozhikode,673305,1,3
16-11-2025,Kerala,Kozhikode,673307,0,7
16-11-2025,Kerala,Kozhikode,673501,2,1
16-11-2025,Kerala,Kozhikode,673505,1,3
16-11-2025,Kerala,Kozhikode,673517,0,5
16-11-2025,Kerala,Kozhikode,673524,1,4
16-11-2025,Kerala,Kozhikode,673525,1,13
16-11-2025,Kerala,Kozhikode,673527,0,4
16-11-2025,Kerala,Kozhikode,673601,1,6
16-11-2025,Kerala,Kozhikode,673633,0,7
07-12-2025,Kerala,Kozhikode,673006,0,1
07-12-2025,Kerala,Kozhikode,673011,0,4
07-12-2025,Kerala,Kozhikode,673019,1,21
07-12-2025,Kerala,Kozhikode,673020,0,2
07-12-2025,Kerala,Kozhikode,673028,0,9
07-12-2025,Kerala,Kozhikode,673104,1,5
07-12-2025,Kerala,Kozhikode,673308,0,7
07-12-2025,Kerala,Kozhikode,673328,0,1
07-12-2025,Kerala,Kozhikode,673501,0,1
07-12-2025,Kerala,Kozhikode,673509,0,2
07-12-2025,Kerala,Kozhikode,673517,0,3
07-12-2025,Kerala,Kozhikode,673527,0,2
07-12-2025,Kerala,Kozhikode,673541,0,6
07-12-2025,Kerala,Kozhikode,673580,0,2
07-12-2025,Kerala,Kozhikode,673612,1,9
07-12-2025,Kerala,Kozhikode,673661,1,15
11-12-2025,Kerala,Kozhikode,673028,0,7
11-12-2025,Kerala,Kozhikode,673102,0,1
11-12-2025,Kerala,Kozhikode,673307,0,8
11-12-2025,Kerala,Kozhikode,673308,0,1
11-12-2025,Kerala,Kozhikode,673315,1,3
11-12-2025,Kerala,Kozhikode,673502,0,1
11-12-2025,Kerala,Kozhikode,673504,1,7
11-12-2025,Kerala,Kozhikode,673509,0,2
11-12-2025,Kerala,Kozhikode,673517,0,2
11-12-2025,Kerala,Kozhikode,673613,0,4
11-12-2025,Kerala,Kozhikode,673614,2,3
11-12-2025,Kerala,Kozhikode,673620,1,12
13-12-2025,Kerala,Kozhikode,673002,0,2
13-12-2025,Kerala,Kozhikode,673522,0,5
13-12-2025,Kerala,Kozhikode,673528,0,2
15-12-2025,Kerala,Kozhikode,673323,0,1
14-12-2025,Kerala,Kozhikode,673004,0,1
14-12-2025,Kerala,Kozhikode,673009,0,1
14-12-2025,Kerala,Kozhikode,673014,0,2
14-12-2025,Kerala,Kozhikode,673029,0,4
14-12-2025,Kerala,Kozhikode,673305,0,2
14-12-2025,Kerala,Kozhikode,673542,0,9
14-12-2025,Kerala,Kozhikode,673613,2,2
14-12-2025,Kerala,Kozhikode,673639,0,1
14-12-2025,Kerala,Kozhikode,673661,1,2
26-10-2025,Kerala,Kozhikode,673006,0,2
26-10-2025,Kerala,Kozhikode,673008,8,25
26-10-2025,Kerala,Kozhikode,673011,2,9
26-10-2025,Kerala,Kozhikode,673301,3,4
26-10-2025,Kerala,Kozhikode,673304,2,8
26-10-2025,Kerala,Kozhikode,673502,3,10
26-10-2025,Kerala,Kozhikode,673503,1,4
26-10-2025,Kerala,Kozhikode,673517,0,10
26-10-2025,Kerala,Kozhikode,673521,1,9
26-10-2025,Kerala,Kozhikode,673524,2,12
26-10-2025,Kerala,Kozhikode,673571,3,25
26-10-2025,Kerala,Kozhikode,673585,1,9
26-10-2025,Kerala,Kozhikode,673586,5,17
21-10-2025,Kerala,Kozhikode,673016,0,2
21-10-2025,Kerala,Kozhikode,673019,0,2
21-10-2025,Kerala,Kozhikode,673029,0,1
21-10-2025,Kerala,Kozhikode,673105,0,3
21-10-2025,Kerala,Kozhikode,673315,2,1
21-10-2025,Kerala,Kozhikode,673507,0,3
21-10-2025,Kerala,Kozhikode,673517,0,2
21-10-2025,Kerala,Kozhikode,673525,2,4
21-10-2025,Kerala,Kozhikode,673528,0,1
21-10-2025,Kerala,Kozhikode,673572,0,5
21-10-2025,Kerala,Kozhikode,673573,0,7
21-10-2025,Kerala,Kozhikode,673582,0,1
21-10-2025,Kerala,Kozhikode,673611,1,0
20-10-2025,Kerala,Kozhikode,673012,0,1
20-10-2025,Kerala,Kozhikode,673015,0,4
20-10-2025,Kerala,Kozhikode,673016,1,2
20-10-2025,Kerala,Kozhikode,673028,4,0
20-10-2025,Kerala,Kozhikode,673303,0,2
20-10-2025,Kerala,Kozhikode,673502,0,2
20-10-2025,Kerala,Kozhikode,673505,0,2
20-10-2025,Kerala,Kozhikode,673509,0,1
20-10-2025,Kerala,Kozhikode,673517,0,1
20-10-2025,Kerala,Kozhikode,673521,0,2
20-10-2025,Kerala,Kozhikode,673582,0,1
20-10-2025,Kerala,Kozhikode,673585,2,3
20-10-2025,Kerala,Kozhikode,673611,1,2
20-10-2025,Kerala,Kozhikode,673616,0,1
18-10-2025,Kerala,Kozhikode,673003,0,8
18-10-2025,Kerala,Kozhikode,673004,1,3
18-10-2025,Kerala,Kozhikode,673007,0,8
18-10-2025,Kerala,Kozhikode,673017,0,5
18-10-2025,Kerala,Kozhikode,673018,0,1
18-10-2025,Kerala,Kozhikode,673027,1,7
18-10-2025,Kerala,Kozhikode,673101,0,2
18-10-2025,Kerala,Kozhikode,673106,1,5
18-10-2025,Kerala,Kozhikode,673328,0,3
18-10-2025,Kerala,Kozhikode,673508,2,17
18-10-2025,Kerala,Kozhikode,673522,0,10
18-10-2025,Kerala,Kozhikode,673525,2,14
18-10-2025,Kerala,Kozhikode,673528,2,5
18-10-2025,Kerala,Kozhikode,673529,1,6
18-10-2025,Kerala,Kozhikode,673573,6,15
18-10-2025,Kerala,Kozhikode,673580,0,3
18-10-2025,Kerala,Kozhikode,673582,2,2
18-10-2025,Kerala,Kozhikode,673602,1,12
19-10-2025,Kerala,Kozhikode,673017,0,3
19-10-2025,Kerala,Kozhikode,673301,1,1
19-10-2025,Kerala,Kozhikode,673302,0,2
19-10-2025,Kerala,Kozhikode,673303,0,2
19-10-2025,Kerala,Kozhikode,673305,0,4
19-10-2025,Kerala,Kozhikode,673521,2,7
19-10-2025,Kerala,Kozhikode,673522,0,5
19-10-2025,Kerala,Kozhikode,673541,1,9
19-10-2025,Kerala,Kozhikode,673573,0,19
19-10-2025,Kerala,Kozhikode,673585,1,11
19-10-2025,Kerala,Kozhikode,673586,2,10
19-10-2025,Kerala,Kozhikode,673611,1,6
19-10-2025,Kerala,Kozhikode,673616,0,4
19-10-2025,Kerala,Kozhikode,673620,0,14
19-10-2025,Kerala,Kozhikode,673632,0,4
23-10-2025,Kerala,Kozhikode,673009,0,1
23-10-2025,Kerala,Kozhikode,673029,0,1
23-10-2025,Kerala,Kozhikode,673106,0,1
23-10-2025,Kerala,Kozhikode,673305,0,1
23-10-2025,Kerala,Kozhikode,673521,0,1
23-10-2025,Kerala,Kozhikode,673522,1,0
23-10-2025,Kerala,Kozhikode,673528,0,1
23-10-2025,Kerala,Kozhikode,673541,1,0
23-10-2025,Kerala,Kozhikode,673611,1,3
22-10-2025,Kerala,Kozhikode,673005,0,1
22-10-2025,Kerala,Kozhikode,673014,0,1
22-10-2025,Kerala,Kozhikode,673019,0,1
22-10-2025,Kerala,Kozhikode,673303,0,1
22-10-2025,Kerala,Kozhikode,673513,0,1
22-10-2025,Kerala,Kozhikode,673524,1,0
22-10-2025,Kerala,Kozhikode,673573,0,1
22-10-2025,Kerala,Kozhikode,673585,0,2
22-10-2025,Kerala,Kozhikode,673631,1,0
25-10-2025,Kerala,Kozhikode,673106,2,2
25-10-2025,Kerala,Kozhikode,673304,1,4
25-10-2025,Kerala,Kozhikode,673305,2,1
25-10-2025,Kerala,Kozhikode,673328,0,4
25-10-2025,Kerala,Kozhikode,673502,0,5
25-10-2025,Kerala,Kozhikode,673505,1,5
25-10-2025,Kerala,Kozhikode,673572,3,22
25-10-2025,Kerala,Kozhikode,673573,2,14
25-10-2025,Kerala,Kozhikode,673574,4,15
25-10-2025,Kerala,Kozhikode,673585,2,9
25-10-2025,Kerala,Kozhikode,673604,1,1
25-10-2025,Kerala,Kozhikode,673615,0,1
25-10-2025,Kerala,Kozhikode,673616,1,3
25-10-2025,Kerala,Kozhikode,673655,0,9
24-10-2025,Kerala,Kozhikode,673001,0,4
24-10-2025,Kerala,Kozhikode,673002,0,1
24-10-2025,Kerala,Kozhikode,673007,1,13
24-10-2025,Kerala,Kozhikode,673014,0,12
24-10-2025,Kerala,Kozhikode,673017,0,9
24-10-2025,Kerala,Kozhikode,673028,3,10
24-10-2025,Kerala,Kozhikode,673032,0,2
24-10-2025,Kerala,Kozhikode,673103,3,12
24-10-2025,Kerala,Kozhikode,673501,2,7
24-10-2025,Kerala,Kozhikode,673505,0,11
24-10-2025,Kerala,Kozhikode,673508,2,21
24-10-2025,Kerala,Kozhikode,673509,0,7
24-10-2025,Kerala,Kozhikode,673513,2,12
24-10-2025,Kerala,Kozhikode,673521,3,10
24-10-2025,Kerala,Kozhikode,673523,2,14
24-10-2025,Kerala,Kozhikode,673525,5,23
24-10-2025,Kerala,Kozhikode,673603,0,14
24-10-2025,Kerala,Kozhikode,673604,1,5
24-10-2025,Kerala,Kozhikode,673615,0,1
24-10-2025,Kerala,Kozhikode,673633,3,6
24-10-2025,Kerala,Kozhikode,673639,0,1
27-10-2025,Kerala,Kozhikode,673006,0,2
27-10-2025,Kerala,Kozhikode,673008,1,10
27-10-2025,Kerala,Kozhikode,673016,0,4
27-10-2025,Kerala,Kozhikode,673019,3,14
27-10-2025,Kerala,Kozhikode,673027,2,3
27-10-2025,Kerala,Kozhikode,673032,0,1
27-10-2025,Kerala,Kozhikode,673102,2,5
27-10-2025,Kerala,Kozhikode,673104,1,13
27-10-2025,Kerala,Kozhikode,673106,0,3
27-10-2025,Kerala,Kozhikode,673301,0,1
27-10-2025,Kerala,Kozhikode,673306,0,6
27-10-2025,Kerala,Kozhikode,673506,5,7
27-10-2025,Kerala,Kozhikode,673507,2,12
27-10-2025,Kerala,Kozhikode,673513,0,7
27-10-2025,Kerala,Kozhikode,673517,0,6
27-10-2025,Kerala,Kozhikode,673523,0,4
27-10-2025,Kerala,Kozhikode,673527,0,3
27-10-2025,Kerala,Kozhikode,673574,0,7
27-10-2025,Kerala,Kozhikode,673613,2,3
27-10-2025,Kerala,Kozhikode,673632,0,1
28-10-2025,Kerala,Kozhikode,673004,1,1
28-10-2025,Kerala,Kozhikode,673014,1,8
28-10-2025,Kerala,Kozhikode,673105,1,8
28-10-2025,Kerala,Kozhikode,673106,0,9
28-10-2025,Kerala,Kozhikode,673504,1,6
28-10-2025,Kerala,Kozhikode,673508,3,21
28-10-2025,Kerala,Kozhikode,673513,0,6
28-10-2025,Kerala,Kozhikode,673522,2,6
28-10-2025,Kerala,Kozhikode,673528,0,5
28-10-2025,Kerala,Kozhikode,673572,2,18
28-10-2025,Kerala,Kozhikode,673602,2,11
28-10-2025,Kerala,Kozhikode,673613,1,5
28-10-2025,Kerala,Kozhikode,673633,0,1
30-10-2025,Kerala,Kozhikode,673020,1,0
30-10-2025,Kerala,Kozhikode,673323,1,3
01-11-2025,Kerala,Kozhikode,673101,0,2
02-11-2025,Kerala,Kozhikode,673007,0,3
02-11-2025,Kerala,Kozhikode,673305,0,1
02-11-2025,Kerala,Kozhikode,673307,1,0
02-11-2025,Kerala,Kozhikode,673317,1,3
02-11-2025,Kerala,Kozhikode,673522,0,2
02-11-2025,Kerala,Kozhikode,673541,0,2
02-11-2025,Kerala,Kozhikode,673604,1,0
02-11-2025,Kerala,Kozhikode,673612,1,4
02-11-2025,Kerala,Kozhikode,673655,0,2
02-11-2025,Kerala,Kozhikode,673661,1,3
06-11-2025,Kerala,Kozhikode,673302,1,3
08-11-2025,Kerala,Kozhikode,673527,2,4
09-11-2025,Kerala,Kozhikode,673004,1,0
09-11-2025,Kerala,Kozhikode,673009,0,1
09-11-2025,Kerala,Kozhikode,673018,0,2
09-11-2025,Kerala,Kozhikode,673019,0,13
09-11-2025,Kerala,Kozhikode,673029,1,1
09-11-2025,Kerala,Kozhikode,673101,0,1
09-11-2025,Kerala,Kozhikode,673105,0,2
09-11-2025,Kerala,Kozhikode,673106,1,4
09-11-2025,Kerala,Kozhikode,673306,1,1
09-11-2025,Kerala,Kozhikode,673504,1,2
09-11-2025,Kerala,Kozhikode,673509,0,2
09-11-2025,Kerala,Kozhikode,673522,0,7
09-11-2025,Kerala,Kozhikode,673528,0,2
09-11-2025,Kerala,Kozhikode,673529,0,1
09-11-2025,Kerala,Kozhikode,673620,0,2
09-11-2025,Kerala,Kozhikode,673655,0,3
20-12-2025,Kerala,Kozhikode,673004,0,1
26-11-2025,Kerala,Kozhikode,673526,0,2
21-12-2025,Kerala,Kozhikode,673019,0,9
21-12-2025,Kerala,Kozhikode,673020,0,1
21-12-2025,Kerala,Kozhikode,673102,0,2
21-12-2025,Kerala,Kozhikode,673303,0,2
21-12-2025,Kerala,Kozhikode,673317,0,3
21-12-2025,Kerala,Kozhikode,673509,0,1
21-12-2025,Kerala,Kozhikode,673528,1,2
29-12-2025,Kerala,Kozhikode,673002,0,3
29-12-2025,Kerala,Kozhikode,673029,0,2
29-12-2025,Kerala,Kozhikode,673102,2,9
29-12-2025,Kerala,Kozhikode,673104,2,13
29-12-2025,Kerala,Kozhikode,673301,0,5
29-12-2025,Kerala,Kozhikode,673308,0,9
29-12-2025,Kerala,Kozhikode,673508,1,26
29-12-2025,Kerala,Kozhikode,673517,1,5
29-12-2025,Kerala,Kozhikode,673526,0,1
29-12-2025,Kerala,Kozhikode,673529,2,6
29-12-2025,Kerala,Kozhikode,673541,0,20
29-12-2025,Kerala,Kozhikode,673573,1,22
29-12-2025,Kerala,Kozhikode,673580,0,5
29-12-2025,Kerala,Kozhikode,673612,0,9
29-12-2025,Kerala,Kozhikode,673614,1,13
29-12-2025,Kerala,Kozhikode,673620,0,11
03-01-2026,Kerala,Kozhikode,673007,0,1
03-01-2026,Kerala,Kozhikode,673012,0,1
03-01-2026,Kerala,Kozhikode,673102,0,1
03-01-2026,Kerala,Kozhikode,673103,0,4
03-01-2026,Kerala,Kozhikode,673304,0,3
03-01-2026,Kerala,Kozhikode,673503,0,5
03-01-2026,Kerala,Kozhikode,673507,0,1
03-01-2026,Kerala,Kozhikode,673508,1,7
03-01-2026,Kerala,Kozhikode,673513,1,2
03-01-2026,Kerala,Kozhikode,673522,0,3
03-01-2026,Kerala,Kozhikode,673523,0,4
03-01-2026,Kerala,Kozhikode,673571,0,5
03-01-2026,Kerala,Kozhikode,673580,0,3
03-01-2026,Kerala,Kozhikode,673612,0,2
18-12-2025,Kerala,Kozhikode,673001,0,10
18-12-2025,Kerala,Kozhikode,673006,0,3
18-12-2025,Kerala,Kozhikode,673016,0,3
18-12-2025,Kerala,Kozhikode,673021,0,6
18-12-2025,Kerala,Kozhikode,673102,0,4
18-12-2025,Kerala,Kozhikode,673104,0,18
18-12-2025,Kerala,Kozhikode,673106,0,10
18-12-2025,Kerala,Kozhikode,673307,0,12
18-12-2025,Kerala,Kozhikode,673502,2,5
18-12-2025,Kerala,Kozhikode,673503,1,13
18-12-2025,Kerala,Kozhikode,673508,0,23
18-12-2025,Kerala,Kozhikode,673509,1,17
18-12-2025,Kerala,Kozhikode,673513,1,9
18-12-2025,Kerala,Kozhikode,673521,1,8
18-12-2025,Kerala,Kozhikode,673522,3,9
18-12-2025,Kerala,Kozhikode,673523,0,11
18-12-2025,Kerala,Kozhikode,673571,1,25
18-12-2025,Kerala,Kozhikode,673586,0,20
18-12-2025,Kerala,Kozhikode,673601,0,11
18-12-2025,Kerala,Kozhikode,673614,0,19
18-12-2025,Kerala,Kozhikode,673615,0,1
16-12-2025,Kerala,Kozhikode,673011,0,4
16-12-2025,Kerala,Kozhikode,673015,2,20
16-12-2025,Kerala,Kozhikode,673027,2,7
16-12-2025,Kerala,Kozhikode,673301,2,6
16-12-2025,Kerala,Kozhikode,673306,0,5
16-12-2025,Kerala,Kozhikode,673504,0,11
16-12-2025,Kerala,Kozhikode,673506,0,18
16-12-2025,Kerala,Kozhikode,673507,2,31
16-12-2025,Kerala,Kozhikode,673525,2,19
16-12-2025,Kerala,Kozhikode,673528,1,9
16-12-2025,Kerala,Kozhikode,673529,1,12
16-12-2025,Kerala,Kozhikode,673572,0,46
16-12-2025,Kerala,Kozhikode,673604,0,6
16-12-2025,Kerala,Kozhikode,673614,1,15
16-12-2025,Kerala,Kozhikode,673620,1,18
16-12-2025,Kerala,Kozhikode,673632,0,5
15-12-2025,Kerala,Kozhikode,673003,1,24
15-12-2025,Kerala,Kozhikode,673006,0,3
15-12-2025,Kerala,Kozhikode,673007,0,19
15-12-2025,Kerala,Kozhikode,673008,1,24
15-12-2025,Kerala,Kozhikode,673017,0,4
15-12-2025,Kerala,Kozhikode,673019,2,16
15-12-2025,Kerala,Kozhikode,673029,0,5
15-12-2025,Kerala,Kozhikode,673032,0,5
15-12-2025,Kerala,Kozhikode,673104,2,19
15-12-2025,Kerala,Kozhikode,673105,0,7
15-12-2025,Kerala,Kozhikode,673106,0,9
15-12-2025,Kerala,Kozhikode,673501,0,10
15-12-2025,Kerala,Kozhikode,673502,1,15
15-12-2025,Kerala,Kozhikode,673503,0,6
15-12-2025,Kerala,Kozhikode,673505,0,4
15-12-2025,Kerala,Kozhikode,673509,1,15
15-12-2025,Kerala,Kozhikode,673523,0,7
15-12-2025,Kerala,Kozhikode,673526,0,4
15-12-2025,Kerala,Kozhikode,673586,5,28
15-12-2025,Kerala,Kozhikode,673601,1,11
15-12-2025,Kerala,Kozhikode,673615,0,2
15-12-2025,Kerala,Kozhikode,673632,0,12
08-12-2025,Kerala,Kozhikode,673004,0,1
08-12-2025,Kerala,Kozhikode,673006,0,2
08-12-2025,Kerala,Kozhikode,673012,0,11
08-12-2025,Kerala,Kozhikode,673021,0,3
08-12-2025,Kerala,Kozhikode,673029,2,4
08-12-2025,Kerala,Kozhikode,673309,0,8
08-12-2025,Kerala,Kozhikode,673317,1,9
08-12-2025,Kerala,Kozhikode,673506,2,26
08-12-2025,Kerala,Kozhikode,673508,2,29
08-12-2025,Kerala,Kozhikode,673528,0,8
08-12-2025,Kerala,Kozhikode,673573,4,31
08-12-2025,Kerala,Kozhikode,673585,4,13
08-12-2025,Kerala,Kozhikode,673604,0,3
09-12-2025,Kerala,Kozhikode,673011,0,3
09-12-2025,Kerala,Kozhikode,673017,1,10
09-12-2025,Kerala,Kozhikode,673018,0,6
09-12-2025,Kerala,Kozhikode,673027,1,17
09-12-2025,Kerala,Kozhikode,673029,0,7
09-12-2025,Kerala,Kozhikode,673508,4,31
09-12-2025,Kerala,Kozhikode,673523,0,5
09-12-2025,Kerala,Kozhikode,673524,1,9
09-12-2025,Kerala,Kozhikode,673526,0,4
09-12-2025,Kerala,Kozhikode,673527,2,4
09-12-2025,Kerala,Kozhikode,673529,1,9
09-12-2025,Kerala,Kozhikode,673542,3,24
09-12-2025,Kerala,Kozhikode,673573,2,28
09-12-2025,Kerala,Kozhikode,673603,1,16
09-12-2025,Kerala,Kozhikode,673613,0,10
09-12-2025,Kerala,Kozhikode,673620,0,15
09-12-2025,Kerala,Kozhikode,673655,0,12
10-12-2025,Kerala,Kozhikode,673011,2,8
10-12-2025,Kerala,Kozhikode,673016,1,14
10-12-2025,Kerala,Kozhikode,673017,0,4
10-12-2025,Kerala,Kozhikode,673027,1,13
10-12-2025,Kerala,Kozhikode,673029,1,6
10-12-2025,Kerala,Kozhikode,673303,2,7
10-12-2025,Kerala,Kozhikode,673305,0,11
10-12-2025,Kerala,Kozhikode,673306,0,7
10-12-2025,Kerala,Kozhikode,673307,1,13
10-12-2025,Kerala,Kozhikode,673501,0,9
10-12-2025,Kerala,Kozhikode,673502,1,6
10-12-2025,Kerala,Kozhikode,673506,1,11
10-12-2025,Kerala,Kozhikode,673517,1,5
10-12-2025,Kerala,Kozhikode,673526,1,4
10-12-2025,Kerala,Kozhikode,673572,2,31
10-12-2025,Kerala,Kozhikode,673574,4,16
10-12-2025,Kerala,Kozhikode,673585,3,8
12-12-2025,Kerala,Kozhikode,673002,0,1
12-12-2025,Kerala,Kozhikode,673007,0,12
12-12-2025,Kerala,Kozhikode,673014,0,9
12-12-2025,Kerala,Kozhikode,673015,1,19
12-12-2025,Kerala,Kozhikode,673016,0,10
12-12-2025,Kerala,Kozhikode,673020,1,2
12-12-2025,Kerala,Kozhikode,673027,1,9
12-12-2025,Kerala,Kozhikode,673029,0,2
12-12-2025,Kerala,Kozhikode,673105,0,12
12-12-2025,Kerala,Kozhikode,673106,0,9
12-12-2025,Kerala,Kozhikode,673305,0,6
12-12-2025,Kerala,Kozhikode,673306,0,8
12-12-2025,Kerala,Kozhikode,673315,0,5
12-12-2025,Kerala,Kozhikode,673508,2,20
12-12-2025,Kerala,Kozhikode,673522,2,6
12-12-2025,Kerala,Kozhikode,673524,1,11
12-12-2025,Kerala,Kozhikode,673525,2,25
12-12-2025,Kerala,Kozhikode,673529,0,10
12-12-2025,Kerala,Kozhikode,673541,0,12
12-12-2025,Kerala,Kozhikode,673571,6,34
12-12-2025,Kerala,Kozhikode,673573,4,26
12-12-2025,Kerala,Kozhikode,673574,3,15
12-12-2025,Kerala,Kozhikode,673580,1,3
12-12-2025,Kerala,Kozhikode,673602,0,16
12-12-2025,Kerala,Kozhikode,673604,0,5
12-12-2025,Kerala,Kozhikode,673611,3,20
12-12-2025,Kerala,Kozhikode,673613,0,9
11-12-2025,Kerala,Kozhikode,673005,0,2
11-12-2025,Kerala,Kozhikode,673014,0,1
11-12-2025,Kerala,Kozhikode,673032,0,1
11-12-2025,Kerala,Kozhikode,673524,0,1
28-12-2025,Kerala,Kozhikode,673005,1,6
28-12-2025,Kerala,Kozhikode,673010,1,7
28-12-2025,Kerala,Kozhikode,673016,2,0
28-12-2025,Kerala,Kozhikode,673018,0,2
28-12-2025,Kerala,Kozhikode,673301,0,2
28-12-2025,Kerala,Kozhikode,673308,0,3
28-12-2025,Kerala,Kozhikode,673315,1,1
28-12-2025,Kerala,Kozhikode,673323,0,6
28-12-2025,Kerala,Kozhikode,673506,1,12
28-12-2025,Kerala,Kozhikode,673508,1,16
28-12-2025,Kerala,Kozhikode,673521,0,5
28-12-2025,Kerala,Kozhikode,673523,0,9
28-12-2025,Kerala,Kozhikode,673541,1,5
28-12-2025,Kerala,Kozhikode,673573,1,10
28-12-2025,Kerala,Kozhikode,673585,1,15
28-12-2025,Kerala,Kozhikode,673604,1,1
28-12-2025,Kerala,Kozhikode,673611,1,12
28-12-2025,Kerala,Kozhikode,673614,2,13
28-12-2025,Kerala,Kozhikode,673620,2,12
28-12-2025,Kerala,Kozhikode,673631,0,17
28-12-2025,Kerala,Kozhikode,673633,0,5
28-12-2025,Kerala,Kozhikode,673639,0,1
23-12-2025,Kerala,Kozhikode,673009,0,1
23-12-2025,Kerala,Kozhikode,673010,2,16
23-12-2025,Kerala,Kozhikode,673011,0,3
23-12-2025,Kerala,Kozhikode,673021,0,3
23-12-2025,Kerala,Kozhikode,673105,3,13
23-12-2025,Kerala,Kozhikode,673106,1,8
23-12-2025,Kerala,Kozhikode,673323,0,7
23-12-2025,Kerala,Kozhikode,673504,1,10
23-12-2025,Kerala,Kozhikode,673507,0,20
23-12-2025,Kerala,Kozhikode,673508,1,25
23-12-2025,Kerala,Kozhikode,673513,0,10
